tags,ner_tags,GPT_predicted_tags,AttentionEncoderCRFPrediction
"['*1875', '-', 'Sydney', ',', 'New', 'South', 'Wales', '-', 'Intercolonial', 'Exhibition', '(', '1875', ')']","['O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'O']  ","['O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']"
"['Staunton', 'River', '(', 'Rapidan', 'River', ')']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['As', 'of', '2014', 'he', 'lives', 'in', 'Chattanooga', ',', 'Tennessee', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']"
"['Paul', 'Thieme', '(', 'April', '24', ')']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'B-MISC', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['Mahaki', 'Amin', 'Beyg']","['B-LOC', 'I-LOC', 'I-LOC']","['B-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'I-PER']"
"['Concurrently', ',', 'the', 'hometown', 'Atlanta', 'Braves', 'had', 'followed', 'and', 'scouted', 'him', 'for', 'years', ',', 'while', 'attempting', 'to', 'conceal', 'their', 'excitement', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Schram', 'City', ',', 'Illinois', '–', '$', '16,994']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O']","['B-LOC', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O']"
"['*September', '12', '–', 'Cholly', 'Naranjo']","['O', 'O', 'O', 'B-PER', 'I-PER']","['O', 'O', 'O', 'B-PER', 'I-PER']","['O', 'O', 'O', 'B-PER', 'I-PER']"
"['In', '2006', 'the', 'band', 'recorded', 'a', 'performance', 'for', 'The', 'Henry', 'Rollins', 'Show', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'B-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"['Jan', 'Kozak', '-', 'FC', 'Bunyodkor']","['B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG']","['B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG']","['B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG']"
"['It', 'has', 'also', 'reached', 'the', 'top', '40', 'in', 'Belgium', 'and', 'Denmark', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
"['These', 'waterbodies', 'include', 'the', 'Salish', 'Sea', '(', 'Strait', 'of', 'Juan', 'de', 'Fuca', ',', 'Puget', 'Sound', ',', 'Strait', 'of', 'Georgia', ',', 'and', 'connecting', 'waterbodies', ')', ',', 'Queen', 'Charlotte', 'Strait', ',', 'Queen', 'Charlotte', 'Sound', ',', 'Hecate', 'Strait', ',', 'Dixon', 'Entrance', ',', 'Clarence', 'Strait', ',', 'Sumner', 'Strait', ',', 'Chatham', 'Strait', ',', 'Sitka', 'Sound', ',', 'Frederick', 'Sound', ',', 'Stephens', 'Passage', 'and', 'Icy', 'Strait', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O']"
"['Tim', 'Duncan', '(', '23', ')']","['B-PER', 'I-PER', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O']"
"['*Clerk', ':', 'John', 'F.', 'Bacon']","['O', 'O', 'B-PER', 'I-PER', 'I-PER']","['O', 'O', 'B-PER', 'I-PER', 'I-PER']","['O', 'O', 'B-PER', 'I-PER', 'I-PER']"
"[""'"", ""''"", 'Héctor', 'Barberá', ""''"", ""'""]","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"['1936', 'Albanian', 'Superliga']","['B-LOC', 'I-LOC', 'I-LOC']","['O', 'B-MISC', 'I-MISC']","['B-ORG', 'I-ORG', 'I-ORG']"
"['who', 'is', 'usually', 'associated', 'with', 'Caernarvonshire', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['He', 'graduated', 'from', 'Brown', 'University', 'in', '1795', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']"
"['He', 'became', 'Bishop', 'of', 'Lismore', 'in', '1358', '.']","['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O']"
"['John', 'Edmund', 'Fitzmaurice', '(', '1899–1920', ')']","['B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O']","['B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O']","['B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O']"
"[""''"", 'Carolyn', ""''"", '(', 'Tommy', 'Collins', ')', '–', '2:33']","['O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']","['O', 'B-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']","['O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
"['Music', 'from', 'the', 'Succubus', 'Club']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['O', 'O', 'O', 'B-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['He', 'was', 'born', 'in', 'Porciúncula', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Greene', ',', 'New', 'York', '–', '$', '16,608']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O']","['B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O']"
"['Deutsche', 'Schule', 'Lissabon']","['B-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG']"
"['Designed', 'with', 'Henry', 'Hutchinson', '.']","['O', 'O', 'B-PER', 'I-PER', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O']"
"[""''"", 'These', 'Days', ""''"", '(', '1995', ')']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"['He', 'died', 'in', 'Boston', ',', 'Massachusetts', ',', 'on', 'December', '4', ',', '1891', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Royal', 'City', 'Curling', 'Club', ',', 'New', 'Westminster']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC']"
"['Baseline', 'Station', 'Carlingwood', 'Mall', 'Lebreton', 'Station', 'Hurdman', 'Station']","['B-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'B-ORG', 'I-ORG']","['B-LOC', 'I-LOC', 'B-ORG', 'I-ORG', 'B-LOC', 'I-LOC', 'B-LOC', 'I-LOC']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['Communes', 'of', 'the', 'Sarthe', 'department']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['O', 'O', 'O', 'B-LOC', 'I-LOC']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['24', 'Caesar', 'Belser', 'S']","['O', 'B-PER', 'I-PER', 'O']","['O', 'B-PER', 'I-PER', 'O']","['O', 'B-PER', 'I-PER', 'I-PER']"
"['*2012', ':', 'Calvin', 'Harris', 'feat', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"['St.', 'Jude', 'College', ',', 'Cavite']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['He', 'died', ',', 'aged', '44', ',', 'in', 'Paris', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"[':', ':', ':', ""''B."", ""''"", 'ser.', ""''Tetragonae"", ""''""]","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'B-LOC']"
"['Turtle', 'Rock', 'Studios']","['B-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG']  ","['B-ORG', 'I-ORG', 'I-ORG']"
"['Central', 'Piedmont', 'Community', 'College']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['It', 'was', 'the', 'home', 'of', 'Congressmen', 'Charles', 'R.', 'Thomas', '(', '1827-1891', ')', 'and', 'his', 'son', 'Charles', 'R.', 'Thomas', '(', '1861–1931', ')', 'from', '1873', 'to', '1925', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'] ","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Éamonn', ""O'Doherty"", '(', 'republican', ')']","['B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'O', 'B-MISC', 'O']  ","['B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER']"
"['Jeże', ',', 'Warmian-Masurian', 'Voivodeship']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['O', 'O', 'B-LOC', 'I-LOC']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['He', 'was', 'born', 'in', 'Burnley', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['It', 'is', 'found', 'in', 'Burundi', ',', 'Kenya', ',', 'South', 'Sudan', ',', 'Tanzania', ',', 'and', 'Uganda', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O']"
"['She', 'eventually', 'played', 'for', 'Julius', 'Baker', ',', 'which', 'led', 'to', 'an', 'audition', 'for', 'the', 'Juilliard', 'School', '.']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
