tags,ner_tags,GPT_predicted_tags,AttentionEncoderCRFPrediction
"['Autovía', 'del', 'Norte', ',', 'km', '.']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']","['B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']"
"[""''"", 'Museo', 'Histórico', 'Nacional', ""''"", ""'"", ',', 'en', 'Buenos', 'Aires', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
"['Blanca', 'Garcés', 'de', 'Pamplona']","['B-PER', 'I-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'O', 'B-LOC']","['B-PER', 'I-PER', 'I-PER', 'I-PER']"
"['REDIRECCIÓN', 'Fiães', '(', 'Melgaço', ')']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['O', 'B-LOC', 'O', 'B-LOC', 'O']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['REDIRECCIÓN', 'Ciudad', 'de', 'Ordos']","['O', 'B-LOC', 'I-LOC', 'I-LOC']","['O', 'B-LOC', 'O', 'B-LOC']","['O', 'B-LOC', 'I-LOC', 'I-LOC']"
"['Dirigida', 'por', 'Jonathan', 'Jakubowicz', 'Proyecto', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['B-LOC', 'O', 'B-PER', 'I-PER', 'B-MISC', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"['Río', 'de', 'Janeiro', 'y', 'São', 'Paulo', ',', 'Brasil']","['B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC']","['B-LOC', 'O', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC']","['B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC']"
"['Real', 'Sociedad', 'de', 'Fútbol', '``', 'B', ""''""]","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['Chicago', '-', '``', 'If', 'You', 'Leave', 'Me', 'Now', ""''""]","['B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"['Francisco', 'Javier', 'de', 'Elío']","['B-PER', 'I-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'I-PER', 'I-PER']"
"['Bruce', 'Arena', '(', '2008-presente', ')']","['B-PER', 'I-PER', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']  ","['B-PER', 'I-PER', 'O', 'O', 'O']"
"['La', 'Carrera', '(', 'Ávila', ')']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['B-LOC', 'I-LOC', 'O', 'B-LOC', 'O']  ","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['Juan', 'del', 'Encina', ',', ""''Obras"", ""''"", '.']","['B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O']","['B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O']","['B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['REDIRECCIÓN', 'Reino', 'de', 'Croacia', '(', 'Habsburgo', ')']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-ORG', 'O']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"[';', 'Desde', 'Mañaria', 'por', 'Olaieta', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O']","['O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O']","['O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
"['Yohana', 'Cobo', 'como', 'Lolita', 'joven']","['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER']","['B-PER', 'I-PER', 'O', 'B-PER', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O']"
"[""'"", ""''"", 'Partido', 'Andalucista', ""''"", ""'""]","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']"
"['Edward', 'Norton', 'como', 'él', 'mismo', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['Oksana', 'Dómnina', '/', 'Maksim', 'Shabalín']","['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER']","['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER']","['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER']"
"['James', 'Marsden', '-', 'Presidente', 'John', 'F.', 'Kennedy']","['B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'I-PER']"
"['Marilyn', 'Manson', '-', 'The', 'Beautiful', 'People”']","['B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG']"
"['REDIRECCIÓN', 'Estadio', 'Ciudad', 'Deportiva', 'Camille', 'Chamoun']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER']  ","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['REDIRECCIÓN', 'José', 'Díaz', 'Fuentes']","['O', 'B-PER', 'I-PER', 'I-PER']","['O', 'B-PER', 'I-PER', 'I-PER']","['O', 'B-PER', 'I-PER', 'I-PER']"
"['REDIRECCIÓN', 'Santo', 'Antônio', 'do', 'Monte']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['O', 'B-LOC', 'I-PER', 'I-PER', 'I-PER']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['El', 'camino', 'pasa', 'en', 'su', 'primer', 'tramo', 'por', 'Bourges', 'y', 'Châteauroux', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
"['Universidad', 'de', 'Especialidades', 'Espíritu', 'Santo']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'O', 'I-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['REDIRECCIÓN', 'Ignacio', 'Uría', 'Mendizábal']","['O', 'B-PER', 'I-PER', 'I-PER']","['O', 'B-PER', 'I-PER', 'I-PER']","['O', 'B-PER', 'I-PER', 'I-PER']"
"['REDIRECCIÓN', '1.', 'Bundesliga', '2000-01']","['O', 'B-LOC', 'I-LOC', 'I-LOC']","['O', 'O', 'B-ORG', 'O']","['O', 'B-LOC', 'I-LOC', 'I-LOC']"
"[""'"", ""''"", 'FC', 'Rot-Weiß', 'Erfurt']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG']"
"[""'"", ""''"", 'Alizé', 'Cornet', '[31]']","['O', 'O', 'B-PER', 'I-PER', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O']  ","['O', 'O', 'B-PER', 'I-PER', 'O']"
"['REDIRECCIÓN', 'Valle', 'del', 'Guamuez']","['O', 'B-LOC', 'I-LOC', 'I-LOC']","['O', 'B-LOC', 'O', 'I-LOC']","['O', 'B-LOC', 'I-LOC', 'I-LOC']"
"['Rihanna', 'también', 'rechazó', 'la', 'melodía', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O']","['B-PER', 'O', 'O', 'O', 'O', 'O']","['B-PER', 'O', 'O', 'O', 'O', 'O']"
"['REDIRECCIÓN', 'Otto', 'Pérez', 'Molina']","['O', 'B-PER', 'I-PER', 'I-PER']","['O', 'B-PER', 'I-PER', 'I-PER']","['O', 'B-PER', 'I-PER', 'I-PER']"
"['Reiko', 'Aylesworth', 'como', 'Michelle', 'Dessler', '.']","['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']","['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']","['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']"
"['Copa', 'Mundial', 'de', 'Fútbol', 'de', '2006']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-MISC', 'I-MISC', 'O', 'B-MISC', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['REDIRECCIÓN', 'Provincia', 'de', 'Jaén', '(', 'Perú', ')']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"[""'"", ""''"", 'Andrea', 'Petković', ""''"", ""'""]","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"['REDIRECCIÓN', 'Longinos', 'Navás', 'Ferrer']","['O', 'B-PER', 'I-PER', 'I-PER']","['O', 'B-PER', 'I-PER', 'I-PER']","['O', 'B-PER', 'I-PER', 'I-PER']"
"['Conrad', 'von', 'Gesner']","['B-PER', 'I-PER', 'I-PER']","['B-PER', 'O', 'I-PER']","['B-PER', 'I-PER', 'I-PER']"
"['Universidad', 'Nacional', 'Autónoma', 'de', 'México']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC']  ","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['REDIRECCIÓN', 'Destiny', '-Taiyo', 'no', 'Hana-', '/', 'Koimizu', '-tears', 'of', 'love-']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['redirección', 'Real', 'Academia', 'Catalana', 'de', 'Bellas', 'Artes', 'de', 'San', 'Jorge']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['Está', 'situada', 'en', 'el', 'País', 'Vasco', '(', 'España', ')', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O']"
"['Condado', 'de', 'Elbert', '(', 'Georgia', ')']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['B-LOC', 'O', 'B-ORG', 'O', 'B-LOC', 'O']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['Parroquia', 'de', 'Christ', 'Church', 'Nichola', 'Town']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['B-ORG', 'O', 'B-ORG', 'I-ORG', 'B-PER', 'I-PER']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['Unión', 'Popular', '(', 'Argentina', ')']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'O', 'B-LOC', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['REDIRECCIÓN', 'Títulos', 'reales', 'y', 'nobiliarios', 'de', 'España']","['O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']","['O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER']"
"['Sericornis', 'beccarii', ""''"", '.']","['B-LOC', 'I-LOC', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O']","['B-LOC', 'I-LOC', 'O', 'O']"
"['A.', 'Le', 'Coq', 'Arena', ',', 'Tallin']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC']"
"['Packed', 'to', 'the', 'Rafters', ""''""]","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"[""'"", ""''"", 'Jacques', 'Anquetil', ""''"", ""'""]","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"['Zamora', '-', 'Monfarracinos', '-', 'Villalpando']","['B-LOC', 'O', 'B-LOC', 'O', 'B-LOC']","['B-LOC', 'O', 'I-LOC', 'O', 'B-LOC']","['B-LOC', 'O', 'B-LOC', 'O', 'B-LOC']"
"[""'"", ""''"", 'Javier', 'Moracho', ""''"", ""'""]","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"['poly', '276', '385', '274', '377', '272', '377', '267', '380', '268', '375', '272', '371', '276', '366', '277', '363', '285', '363', '289', '361', '293', '361', '293', '363', '292', '363', '292', '374', '304', '374', '304', '372', '306', '372', '303', '377', '298', '379', '294', '379', '294', '384', '290', '381', '287', '378', '284', '381', 'Suiza']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
"['Macizo', 'del', 'Monte', 'Rosa']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['Universidad', 'Complutense', 'de', 'Madrid', '.']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"[""'"", ""''"", 'Nashville', ""''"", ""'"", ',', 'Estados', 'Unidos']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC']"
"['Juan', 'del', 'Águila']","['B-PER', 'I-PER', 'I-PER']","['B-PER', 'O', 'I-PER']","['B-PER', 'I-PER', 'I-PER']"
"[""'"", ""''"", 'Pierre-Hugues', 'Herbert', 'Michal', 'Przysiezny']","['O', 'O', 'B-PER', 'I-PER', 'B-PER', 'I-PER']","['O', 'O', 'B-PER', 'I-PER', 'B-PER', 'I-PER']","['O', 'O', 'B-PER', 'I-PER', 'B-PER', 'I-PER']"
"['Habita', 'en', 'la', 'República', 'Democrática', 'del', 'Congo', '.']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O']"
"['Trabaja', 'para', 'Aoni', 'Production', '.']","['O', 'O', 'B-ORG', 'I-ORG', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'O']"
"['San', 'Francisco', ',', 'California', ',', 'Estados', 'Unidos', '.']","['B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O']","['B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O']","['B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O']"
"['Condado', 'de', 'Johnson', '(', 'sureste', ')']","['B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O']","['B-LOC', 'O', 'B-PER', 'O', 'I-LOC', 'O']","['B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O']"
"['REDIRECCIÓN', 'Casa', 'de', 'Glücksburg']","['O', 'B-PER', 'I-PER', 'I-PER']","['O', 'B-LOC', 'O', 'B-ORG']","['O', 'B-ORG', 'I-ORG', 'I-ORG']"
"['Nezahualcóyotl]]', ',', 'Estado', 'de', 'México']","['O', 'O', 'B-LOC', 'I-LOC', 'I-LOC']","['B-PER', 'O', 'B-LOC', 'I-LOC', 'I-LOC']","['B-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC']"
"['Canis', 'lupus', 'signatus']","['B-LOC', 'I-LOC', 'I-LOC']","['B-ORG', 'I-ORG', 'O']","['B-LOC', 'I-LOC', 'I-LOC']"
"['20px', ""'"", ""''"", 'Toros', 'Neza', ""''"", ""'""]","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']"
"[""'"", ""''"", 'Gianluca', 'Naso', ""''"", ""'""]","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"['REDIRECCIÓN', 'Arco', 'árabe', 'de', 'Ágreda']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['O', 'O', 'O', 'O', 'B-LOC']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"[""'"", ""''"", 'Coquimbo', 'Unido', ""''"", ""'""]","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']"
"['Estación', 'de', 'Jourdain']","['B-ORG', 'I-ORG', 'I-ORG']","['B-LOC', 'O', 'I-LOC']","['B-ORG', 'I-ORG', 'I-ORG']"
"['Johnny', 'Storm', '(', 'Antorcha', 'Humana', ')']","['B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['Reino', 'de', 'los', 'Países', 'Bajos']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['B-LOC', 'O', 'O', 'I-LOC', 'I-LOC']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['Ibn', 'Said', 'al-Maghribi']","['B-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'I-PER']"
"[""'"", ""''"", 'Alicante', ""''"", ""'"", ""''"", '334.418', 'hab', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Time', 'Warner', 'Inc', '.']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['REDIRECCIÓN', 'Burlingame', 'Dragons', 'FC']","['O', 'B-ORG', 'I-ORG', 'I-ORG']","['O', 'B-LOC', 'B-ORG', 'I-ORG']","['O', 'B-ORG', 'I-ORG', 'I-ORG']"
"['Jean', 'Martinon', '(', '1957–1959', ')']","['B-PER', 'I-PER', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O']"
"['REDIRECCIÓN', 'União', 'Sport', 'Clube', 'do', 'Uíge']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-LOC']  ","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
